urn,local_authority,inspection_link,overall_effectiveness_grade,inspection_framework,inspector_name,inspection_start_date,inspection_end_date,publication_date,local_link_to_all_inspections,impact_of_leaders_grade,help_and_protection_grade,care_and_care_leavers_grade,sentiment_score,sentiment_summary,main_inspection_topics
838,dorset,https://files.ofsted.gov.uk/v1/file/50172438,Good,standard,Steve Lowe,27/09/2021,08/10/2021,19/11/21,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./838_dorset,Outstanding,Good,Good,0.19221970879757752,Sentiment positive,"['0.023*""children"" + 0.013*""care"" + 0.011*""’"" + 0.007*""leavers"" + 0.007*""Dorset"" + 0.006*""families"" + 0.006*""local"" + 0.006*""well"" + 0.005*""good"" + 0.004*""support""', '0.026*""children"" + 0.014*""care"" + 0.014*""’"" + 0.008*""services"" + 0.008*""families"" + 0.007*""Dorset"" + 0.007*""local"" + 0.006*""good"" + 0.006*""leavers"" + 0.006*""support""', '0.025*""children"" + 0.012*""care"" + 0.011*""’"" + 0.006*""leavers"" + 0.006*""work"" + 0.006*""Dorset"" + 0.005*""local"" + 0.005*""families"" + 0.005*""well"" + 0.005*""child""']"
80464,dudley,https://files.ofsted.gov.uk/v1/file/50204402,Requires improvement,standard,John Roughton,31/10/2022,11/11/2022,13/01/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80464_dudley,Requires improvement,Requires improvement,Requires improvement,0.1605305788394432,Sentiment positive,"['0.015*""children"" + 0.010*""’"" + 0.007*""needs"" + 0.007*""care"" + 0.005*""Dudley"" + 0.005*""service"" + 0.004*""work"" + 0.004*""social"" + 0.003*""quality"" + 0.003*""leavers""', '0.042*""children"" + 0.015*""care"" + 0.015*""’"" + 0.011*""needs"" + 0.008*""Dudley"" + 0.007*""services"" + 0.006*""Children"" + 0.006*""service"" + 0.006*""leavers"" + 0.006*""work""', '0.026*""children"" + 0.012*""care"" + 0.012*""’"" + 0.009*""needs"" + 0.006*""services"" + 0.006*""Dudley"" + 0.005*""well"" + 0.005*""However"" + 0.005*""assessments"" + 0.004*""always""']"
80465,durham,https://files.ofsted.gov.uk/v1/file/50187560,Good,standard,Louise Hollick,09/05/2022,20/05/2022,05/07/22,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80465_durham,Outstanding,Good,Good,0.17885642682233602,Sentiment positive,"['0.034*""children"" + 0.014*""’"" + 0.014*""care"" + 0.010*""services"" + 0.009*""needs"" + 0.009*""support"" + 0.007*""social"" + 0.007*""May"" + 0.007*""workers"" + 0.006*""Durham""', '0.036*""children"" + 0.014*""care"" + 0.012*""’"" + 0.010*""services"" + 0.010*""needs"" + 0.007*""plans"" + 0.006*""well"" + 0.006*""leavers"" + 0.006*""families"" + 0.006*""support""', '0.028*""children"" + 0.010*""’"" + 0.010*""care"" + 0.007*""needs"" + 0.006*""plans"" + 0.006*""Durham"" + 0.005*""support"" + 0.005*""services"" + 0.005*""ensure"" + 0.005*""families""']"
80466,east riding of yorkshire,https://files.ofsted.gov.uk/v1/file/50212242,Good,standard,Louise Walker,30/01/2023,10/02/2023,24/03/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80466_east riding of yorkshire,Good,Good,Good,0.1741892790635809,Sentiment positive,"['0.042*""children"" + 0.016*""’"" + 0.013*""care"" + 0.010*""services"" + 0.009*""plans"" + 0.008*""workers"" + 0.008*""well"" + 0.008*""local"" + 0.008*""authority"" + 0.008*""needs""', '0.029*""children"" + 0.009*""’"" + 0.008*""care"" + 0.007*""services"" + 0.007*""needs"" + 0.006*""support"" + 0.006*""local"" + 0.006*""service"" + 0.005*""people"" + 0.005*""well""', '0.025*""children"" + 0.011*""’"" + 0.009*""needs"" + 0.008*""care"" + 0.007*""people"" + 0.007*""services"" + 0.006*""workers"" + 0.006*""local"" + 0.005*""authority"" + 0.005*""young""']"
80467,east sussex,https://files.ofsted.gov.uk/v1/file/50018662,Outstanding,short,Mandy Nightingale,16/07/2018,20/07/2018,04/09/18,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80467_east sussex,Outstanding,Good,Outstanding,0.1794769498708573,Sentiment positive,"['0.028*""children"" + 0.012*""social"" + 0.011*""care"" + 0.010*""support"" + 0.009*""’"" + 0.008*""workers"" + 0.006*""work"" + 0.006*""well"" + 0.006*""needs"" + 0.006*""local""', '0.020*""children"" + 0.012*""care"" + 0.010*""’"" + 0.007*""support"" + 0.007*""work"" + 0.007*""well"" + 0.006*""social"" + 0.006*""service"" + 0.006*""workers"" + 0.006*""practice""', '0.022*""children"" + 0.013*""care"" + 0.010*""’"" + 0.009*""social"" + 0.008*""service"" + 0.007*""well"" + 0.007*""work"" + 0.006*""needs"" + 0.006*""support"" + 0.006*""workers""']"
80468,essex,https://files.ofsted.gov.uk/v1/file/50048231,Outstanding,short,Tara Geere,19/11/2018,23/11/2018,07/01/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80468_essex,Outstanding,Outstanding,Good,0.2065976731601731,Sentiment positive,"['0.030*""children"" + 0.013*""’"" + 0.008*""care"" + 0.007*""work"" + 0.007*""families"" + 0.007*""needs"" + 0.006*""effective"" + 0.006*""support"" + 0.006*""help"" + 0.005*""well""', '0.028*""children"" + 0.012*""’"" + 0.009*""care"" + 0.008*""needs"" + 0.008*""families"" + 0.007*""work"" + 0.006*""people"" + 0.006*""support"" + 0.006*""effective"" + 0.005*""services""', '0.039*""children"" + 0.012*""’"" + 0.009*""care"" + 0.009*""families"" + 0.007*""work"" + 0.006*""needs"" + 0.006*""support"" + 0.006*""young"" + 0.006*""people"" + 0.006*""help""']"
80469,gateshead,https://files.ofsted.gov.uk/v1/file/50083971,Good,short,Jan Edwards,29/04/2019,03/05/2019,11/06/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80469_gateshead,Good,Good,Good,0.18619777544936758,Sentiment positive,"['0.030*""children"" + 0.011*""care"" + 0.011*""’"" + 0.008*""effective"" + 0.008*""service"" + 0.007*""social"" + 0.007*""support"" + 0.007*""local"" + 0.007*""work"" + 0.005*""good""', '0.030*""children"" + 0.015*""care"" + 0.012*""’"" + 0.010*""work"" + 0.008*""service"" + 0.008*""social"" + 0.007*""support"" + 0.007*""practice"" + 0.007*""effective"" + 0.006*""services""', '0.034*""children"" + 0.013*""care"" + 0.012*""’"" + 0.009*""service"" + 0.009*""social"" + 0.007*""support"" + 0.006*""work"" + 0.006*""effective"" + 0.006*""good"" + 0.005*""services""']"
916,gloucestershire,https://files.ofsted.gov.uk/v1/file/50180552,Requires improvement,standard,Andrew Waugh,07/02/2022,18/02/2022,01/04/22,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./916_gloucestershire,Requires improvement,Requires improvement,Requires improvement,0.1977417929292925,Sentiment positive,"['0.032*""children"" + 0.012*""’"" + 0.010*""young"" + 0.009*""local"" + 0.008*""people"" + 0.008*""care"" + 0.008*""services"" + 0.008*""workers"" + 0.007*""social"" + 0.007*""needs""', '0.030*""children"" + 0.014*""’"" + 0.009*""people"" + 0.007*""care"" + 0.006*""local"" + 0.006*""workers"" + 0.006*""social"" + 0.006*""authority"" + 0.006*""young"" + 0.006*""services""', '0.041*""children"" + 0.017*""’"" + 0.012*""people"" + 0.010*""care"" + 0.009*""services"" + 0.009*""young"" + 0.008*""social"" + 0.008*""needs"" + 0.008*""support"" + 0.007*""child""']"
80471,halton,https://files.ofsted.gov.uk/v1/file/50150003,Requires improvement,standard,Shabana Abasi,02/03/2020,13/03/2020,15/04/20,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80471_halton,Requires improvement,Requires improvement,Requires improvement,0.18221745984122228,Sentiment positive,"['0.038*""children"" + 0.010*""’"" + 0.009*""care"" + 0.008*""well"" + 0.007*""practice"" + 0.007*""work"" + 0.007*""social"" + 0.006*""needs"" + 0.006*""services"" + 0.006*""support""', '0.033*""children"" + 0.011*""’"" + 0.010*""well"" + 0.009*""work"" + 0.009*""social"" + 0.009*""plans"" + 0.008*""support"" + 0.007*""practice"" + 0.007*""services"" + 0.007*""needs""', '0.027*""children"" + 0.009*""’"" + 0.009*""care"" + 0.008*""well"" + 0.008*""services"" + 0.008*""social"" + 0.007*""support"" + 0.007*""needs"" + 0.006*""good"" + 0.006*""managers""']"
80472,hampshire,https://files.ofsted.gov.uk/v1/file/50083968,,short,Donna Marriott,29/04/2019,03/05/2019,11/06/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80472_hampshire,,,,0.18932944606413982,Sentiment positive,"['0.027*""children"" + 0.016*""’"" + 0.009*""work"" + 0.009*""support"" + 0.009*""care"" + 0.008*""workers"" + 0.008*""needs"" + 0.007*""local"" + 0.006*""well"" + 0.006*""people""', '0.026*""children"" + 0.014*""’"" + 0.008*""care"" + 0.008*""support"" + 0.006*""work"" + 0.006*""workers"" + 0.005*""needs"" + 0.005*""social"" + 0.005*""young"" + 0.004*""Children""', '0.029*""children"" + 0.017*""’"" + 0.012*""care"" + 0.008*""support"" + 0.008*""workers"" + 0.008*""work"" + 0.006*""needs"" + 0.004*""plans"" + 0.004*""quality"" + 0.004*""well""']"
80473,hartlepool,https://files.ofsted.gov.uk/v1/file/50016457,Good,short,Tracey Metcalfe,23/07/2018,27/07/2018,28/08/18,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80473_hartlepool,Good,Good,Outstanding,0.20813432582169172,Sentiment positive,"['0.026*""children"" + 0.016*""’"" + 0.014*""care"" + 0.012*""young"" + 0.011*""people"" + 0.009*""social"" + 0.008*""well"" + 0.007*""support"" + 0.006*""managers"" + 0.006*""child""', '0.033*""children"" + 0.014*""care"" + 0.012*""’"" + 0.011*""social"" + 0.010*""young"" + 0.008*""people"" + 0.007*""well"" + 0.007*""managers"" + 0.006*""quality"" + 0.006*""work""', '0.018*""children"" + 0.015*""care"" + 0.013*""’"" + 0.009*""people"" + 0.009*""social"" + 0.008*""young"" + 0.007*""well"" + 0.006*""child"" + 0.006*""work"" + 0.006*""workers""']"
884,herefordshire,https://files.ofsted.gov.uk/v1/file/50192875,Inadequate,standard,Lisa Summers,18/07/2022,29/07/2022,21/09/22,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./884_herefordshire,Inadequate,Inadequate,Inadequate,0.10182513258150201,Sentiment positive,"['0.037*""children"" + 0.015*""’"" + 0.009*""care"" + 0.008*""support"" + 0.007*""work"" + 0.007*""services"" + 0.007*""social"" + 0.006*""service"" + 0.005*""workers"" + 0.005*""impact""', '0.040*""children"" + 0.015*""’"" + 0.007*""work"" + 0.007*""support"" + 0.007*""social"" + 0.006*""services"" + 0.006*""local"" + 0.006*""care"" + 0.006*""workers"" + 0.005*""authority""', '0.028*""children"" + 0.014*""’"" + 0.006*""services"" + 0.006*""care"" + 0.006*""work"" + 0.006*""support"" + 0.005*""social"" + 0.005*""service"" + 0.005*""workers"" + 0.005*""help""']"
919,hertfordshire,https://files.ofsted.gov.uk/v1/file/50210577,Outstanding,short,Sarah Canto,23/01/2023,27/01/2023,10/03/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./919_hertfordshire,Outstanding,nan,nan,0.18165689388025444,Sentiment positive,"['0.026*""children"" + 0.017*""’"" + 0.011*""care"" + 0.011*""people"" + 0.010*""support"" + 0.007*""services"" + 0.006*""young"" + 0.006*""Hertfordshire"" + 0.006*""local"" + 0.006*""authority""', '0.039*""children"" + 0.020*""’"" + 0.011*""support"" + 0.010*""care"" + 0.010*""services"" + 0.009*""young"" + 0.009*""people"" + 0.007*""local"" + 0.007*""work"" + 0.007*""Children""', '0.027*""children"" + 0.019*""’"" + 0.013*""care"" + 0.012*""services"" + 0.010*""people"" + 0.007*""authority"" + 0.007*""support"" + 0.007*""Children"" + 0.007*""work"" + 0.006*""young""']"
80419,isle of wight,https://files.ofsted.gov.uk/v1/file/50048228,Good,standard,Tracey Scott,19/11/2018,30/11/2018,07/01/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80419_isle of wight,Good,Good,Good,0.18161666933889137,Sentiment positive,"['0.019*""children"" + 0.013*""’"" + 0.011*""care"" + 0.006*""needs"" + 0.006*""social"" + 0.006*""leavers"" + 0.005*""work"" + 0.005*""workers"" + 0.005*""good"" + 0.005*""support""', '0.027*""children"" + 0.014*""care"" + 0.013*""’"" + 0.008*""social"" + 0.007*""support"" + 0.006*""service"" + 0.005*""families"" + 0.005*""workers"" + 0.005*""work"" + 0.005*""well""', '0.026*""children"" + 0.014*""’"" + 0.011*""care"" + 0.008*""support"" + 0.006*""social"" + 0.005*""work"" + 0.005*""well"" + 0.005*""families"" + 0.005*""service"" + 0.005*""needs""']"
80476,kent,https://files.ofsted.gov.uk/v1/file/50187561,Outstanding,standard,Margaret Burke,09/05/2022,20/05/2022,05/07/22,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80476_kent,Outstanding,Good,Outstanding,0.2201705986321368,Sentiment positive,"['0.028*""children"" + 0.014*""’"" + 0.010*""support"" + 0.010*""work"" + 0.009*""care"" + 0.009*""Kent"" + 0.007*""needs"" + 0.006*""services"" + 0.006*""Children"" + 0.006*""social""', '0.029*""children"" + 0.013*""’"" + 0.012*""support"" + 0.010*""work"" + 0.009*""services"" + 0.009*""care"" + 0.007*""people"" + 0.007*""young"" + 0.007*""Kent"" + 0.006*""supported""', '0.030*""children"" + 0.018*""’"" + 0.011*""work"" + 0.010*""Kent"" + 0.009*""support"" + 0.009*""services"" + 0.008*""young"" + 0.008*""care"" + 0.007*""needs"" + 0.007*""workers""']"
80477,kingston upon hull,https://files.ofsted.gov.uk/v1/file/50204403,Requires improvement,standard,Louise Hollick,14/11/2022,25/11/2022,13/01/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80477_kingston upon hull,Requires improvement,Requires improvement,Good,0.15341715247715249,Sentiment positive,"['0.039*""children"" + 0.017*""’"" + 0.015*""care"" + 0.008*""social"" + 0.007*""number"" + 0.007*""Children"" + 0.006*""planning"" + 0.006*""service"" + 0.006*""work"" + 0.006*""local""', '0.028*""children"" + 0.010*""care"" + 0.010*""’"" + 0.006*""services"" + 0.005*""social"" + 0.005*""protection"" + 0.005*""service"" + 0.005*""number"" + 0.005*""well"" + 0.004*""planning""', '0.038*""children"" + 0.014*""care"" + 0.011*""’"" + 0.008*""services"" + 0.007*""social"" + 0.006*""support"" + 0.006*""practice"" + 0.006*""protection"" + 0.006*""authority"" + 0.005*""need""']"
80478,kirklees,https://files.ofsted.gov.uk/v1/file/50098215,Requires improvement,standard,Lisa Summers,10/06/2019,21/06/2019,05/08/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80478_kirklees,Requires improvement,Requires improvement,Requires improvement,0.15586510772100295,Sentiment positive,"['0.035*""children"" + 0.013*""care"" + 0.010*""’"" + 0.009*""managers"" + 0.008*""service"" + 0.007*""support"" + 0.006*""social"" + 0.006*""people"" + 0.006*""young"" + 0.006*""good""', '0.037*""children"" + 0.014*""care"" + 0.011*""’"" + 0.010*""social"" + 0.009*""work"" + 0.008*""managers"" + 0.007*""service"" + 0.006*""quality"" + 0.006*""practice"" + 0.005*""workers""', '0.022*""children"" + 0.014*""care"" + 0.009*""social"" + 0.008*""’"" + 0.007*""managers"" + 0.006*""service"" + 0.006*""quality"" + 0.006*""workers"" + 0.005*""practice"" + 0.005*""work""']"
80479,knowsley,https://files.ofsted.gov.uk/v1/file/50173304,Requires improvement,standard,,11/10/2021,22/10/2021,03/12/21,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80479_knowsley,Requires improvement,Requires improvement,Requires improvement,0.15607016493748338,Sentiment positive,"['0.041*""children"" + 0.011*""’"" + 0.010*""services"" + 0.010*""work"" + 0.009*""care"" + 0.007*""plans"" + 0.007*""progress"" + 0.007*""local"" + 0.007*""improvement"" + 0.006*""support""', '0.037*""children"" + 0.012*""care"" + 0.011*""’"" + 0.009*""work"" + 0.009*""services"" + 0.007*""social"" + 0.006*""progress"" + 0.006*""quality"" + 0.006*""improvement"" + 0.006*""plans""', '0.041*""children"" + 0.014*""’"" + 0.012*""services"" + 0.011*""care"" + 0.008*""work"" + 0.007*""needs"" + 0.007*""improvement"" + 0.007*""progress"" + 0.006*""support"" + 0.006*""social""']"
80480,lancashire,https://files.ofsted.gov.uk/v1/file/50205966,Good,standard,Sarah Canto,28/11/2022,09/12/2022,26/01/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80480_lancashire,Good,Good,Good,0.16708748104687185,Sentiment positive,"['0.035*""children"" + 0.017*""’"" + 0.015*""care"" + 0.010*""local"" + 0.009*""well"" + 0.009*""authority"" + 0.008*""leavers"" + 0.008*""services"" + 0.007*""needs"" + 0.007*""support""', '0.021*""children"" + 0.011*""’"" + 0.009*""care"" + 0.007*""Children"" + 0.006*""local"" + 0.006*""authority"" + 0.006*""support"" + 0.006*""services"" + 0.005*""well"" + 0.005*""leavers""', '0.033*""children"" + 0.013*""care"" + 0.011*""’"" + 0.010*""leavers"" + 0.008*""services"" + 0.008*""support"" + 0.007*""Children"" + 0.007*""well"" + 0.007*""local"" + 0.006*""authority""']"
383,leeds,https://files.ofsted.gov.uk/v1/file/50182665,Outstanding,standard,Louise Hollick,21/02/2022,04/03/2022,09/05/22,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./383_leeds,Outstanding,Good,Outstanding,0.17921000610364904,Sentiment positive,"['0.026*""children"" + 0.012*""’"" + 0.010*""support"" + 0.008*""workers"" + 0.007*""social"" + 0.007*""needs"" + 0.007*""care"" + 0.006*""Leeds"" + 0.006*""families"" + 0.005*""work""', '0.036*""children"" + 0.015*""’"" + 0.009*""workers"" + 0.008*""support"" + 0.008*""care"" + 0.008*""social"" + 0.006*""families"" + 0.006*""services"" + 0.006*""well"" + 0.006*""work""', '0.033*""children"" + 0.013*""’"" + 0.009*""social"" + 0.009*""workers"" + 0.008*""care"" + 0.008*""support"" + 0.008*""Leeds"" + 0.007*""Children"" + 0.006*""families"" + 0.006*""child""']"
80482,leicester,https://files.ofsted.gov.uk/v1/file/50171965,Good,standard,Neil Penswick,20/09/2021,01/10/2021,12/11/21,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80482_leicester,Good,Good,Good,0.2013033696033695,Sentiment positive,"['0.038*""children"" + 0.015*""’"" + 0.012*""care"" + 0.011*""support"" + 0.010*""services"" + 0.008*""work"" + 0.007*""2021"" + 0.006*""well"" + 0.006*""local"" + 0.006*""families""', '0.036*""children"" + 0.018*""’"" + 0.013*""services"" + 0.013*""care"" + 0.009*""work"" + 0.009*""support"" + 0.009*""well"" + 0.007*""needs"" + 0.007*""social"" + 0.007*""Leicester""', '0.029*""children"" + 0.017*""’"" + 0.010*""services"" + 0.009*""care"" + 0.008*""support"" + 0.007*""Leicester"" + 0.007*""2021"" + 0.006*""well"" + 0.006*""good"" + 0.006*""ensure""']"
80483,leicestershire,https://files.ofsted.gov.uk/v1/file/50121477,Requires improvement,standard,Kate Malleson,23/09/2019,04/10/2019,04/11/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80483_leicestershire,Good,Requires improvement,Good,0.17953302463219437,Sentiment positive,"['0.026*""children"" + 0.013*""care"" + 0.012*""’"" + 0.008*""social"" + 0.008*""work"" + 0.007*""well"" + 0.006*""needs"" + 0.006*""local"" + 0.006*""help"" + 0.006*""good""', '0.027*""children"" + 0.012*""care"" + 0.008*""’"" + 0.007*""work"" + 0.007*""social"" + 0.006*""good"" + 0.005*""well"" + 0.005*""authority"" + 0.005*""effective"" + 0.005*""needs""', '0.034*""children"" + 0.012*""care"" + 0.009*""’"" + 0.009*""social"" + 0.007*""good"" + 0.007*""well"" + 0.007*""work"" + 0.007*""quality"" + 0.006*""workers"" + 0.006*""local""']"
80484,lincolnshire,https://files.ofsted.gov.uk/v1/file/50083970,Outstanding,short,Rachel Griffiths,29/04/2019,03/05/2019,11/06/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80484_lincolnshire,Outstanding,Good,Outstanding,0.20690884982652516,Sentiment positive,"['0.044*""children"" + 0.018*""’"" + 0.015*""care"" + 0.008*""families"" + 0.008*""help"" + 0.007*""support"" + 0.006*""needs"" + 0.006*""work"" + 0.006*""well"" + 0.006*""Children""', '0.036*""children"" + 0.016*""’"" + 0.015*""care"" + 0.007*""needs"" + 0.007*""help"" + 0.006*""families"" + 0.006*""work"" + 0.006*""support"" + 0.006*""well"" + 0.005*""early""', '0.027*""children"" + 0.012*""’"" + 0.009*""care"" + 0.006*""needs"" + 0.006*""families"" + 0.005*""help"" + 0.005*""well"" + 0.004*""support"" + 0.004*""risk"" + 0.004*""early""']"
80485,liverpool,https://files.ofsted.gov.uk/v1/file/50004481,Requires improvement,standard,Shabana Abasi,14/05/2018,25/05/2018,02/07/18,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80485_liverpool,Requires improvement,Requires improvement,Requires improvement,0.16950189746628289,Sentiment positive,"['0.026*""children"" + 0.013*""care"" + 0.008*""’"" + 0.007*""local"" + 0.006*""good"" + 0.006*""quality"" + 0.006*""social"" + 0.005*""work"" + 0.005*""authority"" + 0.005*""support""', '0.015*""children"" + 0.014*""care"" + 0.007*""’"" + 0.006*""quality"" + 0.006*""local"" + 0.006*""social"" + 0.006*""authority"" + 0.005*""good"" + 0.005*""child"" + 0.005*""support""', '0.033*""children"" + 0.014*""care"" + 0.010*""’"" + 0.008*""support"" + 0.008*""needs"" + 0.007*""quality"" + 0.006*""work"" + 0.006*""social"" + 0.006*""good"" + 0.006*""planning""']"
80486,barking and dagenham,https://files.ofsted.gov.uk/v1/file/50066870,Requires improvement,standard,Brenda McLaughlin,18/02/2019,01/03/2019,01/04/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80486_barking and dagenham,Requires improvement,Requires improvement,Requires improvement,0.1634152453971732,Sentiment positive,"['0.030*""children"" + 0.008*""work"" + 0.008*""care"" + 0.008*""’"" + 0.007*""well"" + 0.006*""services"" + 0.004*""help"" + 0.004*""support"" + 0.004*""needs"" + 0.004*""social""', '0.034*""children"" + 0.013*""care"" + 0.011*""’"" + 0.009*""services"" + 0.007*""work"" + 0.007*""well"" + 0.005*""needs"" + 0.005*""health"" + 0.005*""quality"" + 0.004*""social""', '0.024*""children"" + 0.010*""care"" + 0.008*""work"" + 0.007*""’"" + 0.006*""services"" + 0.005*""help"" + 0.005*""well"" + 0.004*""health"" + 0.004*""social"" + 0.004*""improvement""']"
80487,barnet,https://files.ofsted.gov.uk/v1/file/50088889,Good,standard,Andy Whippey,13/05/2019,24/05/2019,01/07/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80487_barnet,Good,Good,Good,0.23471404390341705,Sentiment positive,"['0.027*""children"" + 0.011*""’"" + 0.007*""young"" + 0.006*""care"" + 0.006*""good"" + 0.006*""people"" + 0.006*""well"" + 0.006*""needs"" + 0.005*""progress"" + 0.005*""Children""', '0.036*""children"" + 0.014*""care"" + 0.012*""’"" + 0.010*""needs"" + 0.009*""good"" + 0.008*""young"" + 0.008*""need"" + 0.008*""support"" + 0.007*""people"" + 0.007*""well""', '0.027*""children"" + 0.013*""’"" + 0.013*""care"" + 0.009*""well"" + 0.008*""people"" + 0.008*""help"" + 0.007*""good"" + 0.007*""support"" + 0.007*""needs"" + 0.006*""need""']"
303,bexley,https://files.ofsted.gov.uk/v1/file/50212243,Outstanding,short,Tom Anthony,06/02/2023,10/02/2023,24/03/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./303_bexley,Outstanding,Good,Good,0.1906089848146874,Sentiment positive,"['0.030*""children"" + 0.017*""’"" + 0.010*""care"" + 0.009*""support"" + 0.007*""services"" + 0.007*""workers"" + 0.006*""well"" + 0.006*""families"" + 0.005*""local"" + 0.005*""leavers""', '0.038*""children"" + 0.018*""’"" + 0.015*""care"" + 0.014*""support"" + 0.008*""leavers"" + 0.008*""services"" + 0.007*""workers"" + 0.007*""needs"" + 0.006*""well"" + 0.005*""help""', '0.026*""children"" + 0.012*""’"" + 0.009*""support"" + 0.008*""care"" + 0.006*""services"" + 0.006*""families"" + 0.006*""leavers"" + 0.005*""local"" + 0.005*""workers"" + 0.005*""social""']"
80489,brent,https://files.ofsted.gov.uk/v1/file/50213625,Good,short,Kendra Bell,20/02/2023,24/02/2023,11/04/23,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80489_brent,Good,Good,Good,0.19592278138528132,Sentiment positive,"['0.040*""children"" + 0.015*""care"" + 0.015*""’"" + 0.012*""services"" + 0.011*""help"" + 0.009*""leavers"" + 0.009*""support"" + 0.009*""well"" + 0.007*""plans"" + 0.006*""leaders""', '0.013*""care"" + 0.010*""children"" + 0.008*""’"" + 0.006*""services"" + 0.006*""help"" + 0.006*""support"" + 0.005*""leavers"" + 0.005*""well"" + 0.005*""plans"" + 0.004*""number""', '0.042*""children"" + 0.020*""care"" + 0.017*""’"" + 0.012*""services"" + 0.012*""support"" + 0.009*""leavers"" + 0.008*""help"" + 0.007*""well"" + 0.006*""leaders"" + 0.006*""workers""']"
80490,bromley,https://files.ofsted.gov.uk/v1/file/50048227,Good,standard,Dawn Godfrey,19/11/2018,30/11/2018,07/01/19,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80490_bromley,Outstanding,Good,Good,0.21434861504410355,Sentiment positive,"['0.020*""children"" + 0.012*""’"" + 0.011*""care"" + 0.007*""services"" + 0.007*""work"" + 0.006*""needs"" + 0.006*""support"" + 0.006*""well"" + 0.005*""leavers"" + 0.005*""families""', '0.022*""children"" + 0.016*""care"" + 0.014*""’"" + 0.008*""needs"" + 0.007*""work"" + 0.007*""services"" + 0.007*""leavers"" + 0.006*""well"" + 0.006*""service"" + 0.006*""social""', '0.027*""children"" + 0.012*""’"" + 0.011*""care"" + 0.007*""services"" + 0.006*""well"" + 0.006*""work"" + 0.005*""families"" + 0.005*""Children"" + 0.005*""leavers"" + 0.005*""social""']"
80491,camden,https://files.ofsted.gov.uk/v1/file/50186251,Outstanding,short,Steve Lowe,25/04/2022,29/04/2022,21/06/22,/workspaces/D2I-Jupyter-Notebook-Tools/Ofsted_pipeline/file:///./80491_camden,Outstanding,Good,Outstanding,0.1894057485724153,Sentiment positive,"['0.020*""children"" + 0.011*""services"" + 0.009*""Children"" + 0.008*""’"" + 0.008*""care"" + 0.007*""Camden"" + 0.006*""workers"" + 0.006*""support"" + 0.006*""families"" + 0.005*""local""', '0.015*""children"" + 0.008*""care"" + 0.008*""services"" + 0.006*""’"" + 0.005*""Children"" + 0.005*""local"" + 0.004*""families"" + 0.004*""Camden"" + 0.004*""leaders"" + 0.004*""workers""', '0.031*""children"" + 0.012*""care"" + 0.012*""’"" + 0.008*""services"" + 0.008*""families"" + 0.006*""Camden"" + 0.006*""practice"" + 0.006*""leaders"" + 0.006*""workers"" + 0.006*""social""']"
